código,glosa,clasificación
1220347,SISTEMA DE COMPROMISO EN ESPAÑOL: RECURSOS LINGÜISTICOS PARA CONSTRUIR DIALOGICIDAD EN EL ESTRATO DISCURSIVO-SEMANTICO DEL LENGUAJE,otro
1220346,IMPROVEMENT OF ENERGY EFFICIENCY AND AVAILABILITY OF LOW-VOLTAGE DC DISTRIBUTION SYSTEMS,otro
1220343,COPPER ORES AND CONCENTRATE LEACHING IN ACIDIC AND CHLORIDE MEDIA USING NITRATES AND IODISED SALTS,otro
1220339,SYNTHESIS OF ORTHO-CARBONYL HYDROQUINONE DERIVATIVES THAT BLOCK MITOCHONDRIAL BIOENERGETICS AS A NOVEL ANTIPLATELET STRATEGY FOR THROMBOSIS PREVENTION WITHOUT INCREASING BLEEDING RISK.,salud
1220337,PRODUCCION DE LA DIS/CAPACIDAD EN UNIVERSIDADES CHILENAS,otro
1220335,TOWARD HOLOGRAPHIC DUALS OF HIGHER DERIVATIVE CONFORMAL FIELDS,otro
1220332,"EL RELATO CRITICO DE LAS CIENCIAS SOCIALES EN EL CHILE DEL SIGLO XXI: SUS PROCESOS CONSTRUCTIVOS, REDES DE PRODUCCION Y MANEJO DE LA FACTICIDAD Y NORMATIVIDAD",otro
1220331,"SOLID LUBRICATION PERFORMANCE OF MXENES - INFLUENCE OF STOICHIOMETRY, C/N RATIO, EARLY TRANSITION METAL AND INTERCALATED WATER",otro
1220329,"POSEER, USAR, LEER Y TRADUCIR: LA 'HISTORICA RELACION DEL REYNO DE CHILE' EN EL MEDIO CIENTIFICO INGLES (1646-1703)",otro
1220327,VOLTAGE SENSOR ROLE IN WATER AND PROTON MOVEMENT ON SPECIALIZED PROTEINS: HV1 AND AQUAPORINS,otro
1220325,REMOTE ISCHEMIC PRECONDITIONING: ROLE OF NOX2-CONTAINING EXTRACELLULAR VESICLES IN NRF2 AND NLRP3 INFLAMMASOME ACTIVITY IN CARDIOPROTECTION.,salud
1220324,"EL PROYECTO CIVILIZATORIO EN LA INDUSTRIA CULTURAL DE AMERICA LATINA. FUNDAMENTOS IDEOLOGICOS, ENCUADRES MEDIATICOS Y ESTRATEGIAS DE ENEMIZACION DURANTE LOS SIGLOS XIX, XX Y XXI. LOS CASOS DE CHILE, ARGENTINA, PERU Y COLOMBIA",otro
1220322,"PREVENTION OF PATIENT SELF-INFLICTED LUNG INJURY BY NONINVASIVE RESPIRATORY SUPPORT THERAPIES. FOCUS ON RESPIRATORY EFFORT, LUNG STRAIN, MECHANOTRANSDUCTION AND FUNCTION OF SMALL LUNG STRUCTURES.",salud
1220321,FORMAS DE REESCRITURA EN LA POESIA CHILENA Y PERUANA CONTEMPORANEA,otro
1220320,HERRAMIENTA ESPACIO-TEMPORAL PARA APLICACIONES CREATIVAS Y EDUCACIONALES DE GRABACIONES DE PAISAJE SONORO DE HUMEDALES,otro
1220316,"EL RELATO NARCOANDINO: NARRATIVAS DEL NARCOTRAFICO EN LA TRIPLE FRONTERA DE CHILE, PERU Y BOLIVIA",otro
1220307,"ESTUDIO SOBRE EL DISEÑO DE INSTRUMENTOS DE EVALUACION DEL IDIOMA INGLES: PROCESOS Y CARGA COGNITIVA, RESPUESTA AFECTIVA Y DESEMPEÑOS DE CANDIDATOS A PROFESORES",otro
1220296,PARROQUIAS Y COMUNIDADES INDIGENAS: ESPACIOS DE NEGOCIACION Y DE CONSTRUCCION POLITICO-RELIGIOSA EN EL ORDEN COLONIAL SUR ANDINO,otro
1220291,EL ARBITRAJE DE LAS EMPRESAS DEL ESTADO,otro
1220290,"VISIONES EIDETICAS EN ASUNTOS INTERNACIONALES DE LAS ACADEMIAS DE BRASIL, ARGENTINA, MEXICO, CHILE Y COLOMBIA (2005-2025) Y SUS INFLUENCIAS SOBRE LA POLITICA ESTATAL DE RELACIONES EXTERNAS.",otro
1220288,"HISTORIA DE LOS AVISOS PUBLICITARIOS SOBRE Y PARA LA FAMILIA CHILENA COMO 


CONSUMIDORA: BIENES, USOS, IDENTIDADES Y ARGUMENTOS (1850-1950)",otro
1220272,CARBON NANOMATERIALS ON POROUS MEDIA: BEHAVIOR ON SOIL FRACTIONS AND CONSEQUENCES TO SOIL MICROBIAL COMMUNITIES,otro
1220271,CIVILIZADORAS: ECONOMIAS AFECTIVAS Y EDUCACION SENTIMENTAL EN ESCUELAS E INTERNADOS DE LA ARAUCANIA (1895-1953),otro
1220267,"ARQUEOLOGIA DE LA ESCUELA. ARQUITECTURA, POLITICA Y ESTETICA DE LO COTIDIANO EN EL EDIFICIO ESCOLAR CHILENO DESDE 1900",otro
1220264,TRACING THE FORMATION OF THE MILKY WAY BULGE USING GLOBULAR CLUSTERS,otro
1220263,"EFFECT OF CONVECTIVE DRYING, VACUUM MICROWAVE DRYING AND FREEZE DRYING ON HEALTHY PROPERTIES AND BIOACCESSIBILITY OF BIOACTIVE COMPONENTS FROM EDIBLE WILD MUSHROOMS",salud
1220261,DESSINS D'ENFANTS ON SURFACES OF INFINITE TYPE,otro
1220259,COMBINED ESTIMATORS FOR UNCERTAINTY PROPAGATION IN COMPUTATIONAL STOCHASTIC MECHANICS,otro
1220251,PREPARATION OF COMPLEX NATURE-INSPIRED POROUS HYDROGEL SCAFFOLDS FOR CARTILAGE TISSUE ENGINEERING PURPOSES: FROM 2D TO 3D PRINTING,salud
1220246,POSTLARISMOS: PASADOS-PRESENTES; PRESENTES-FUTUROS,otro
1220242,HEAVY QUARK PROBES OF QUANTUM CHROMODYNAMICS,otro
1220241,COBALT AND NICKEL IN HOMOGENEOUS CATALYTIC TRANSFER HYDROGENATION: RATIONAL DESIGN AND MECHANISTIC INSIGHTS,otro
1220240,ADVANCES IN N=4 SYM THREE-POINT FUNCTIONS,otro
1220238,"ANTICOMUNISMO, DERECHOS HUMANOS, NEOLIBERALISMO Y DEMOCRACIA. UNA HISTORIA CONCEPTUAL DE LA DICTADURA MILITAR CHILENA DURANTE LOS “1970S GLOBALES”",otro
1220235,UNRAVELLING THE BIOPHYSICAL MODULATIONS OF THE SOIL-MUCILAGE-ROOT INTERFACE IN RESPONSE TO DROUGHT  AND ITS IMPACT ON STOMATAL RESPONSES IN DIFFERENT CROP SPECIES (SOMURO),otro
1220231,EVALUACION DE INTERVENCIONES PSICOLOGICAS EN PERSONAS VICTIMAS DE DELITOS POR LESIONES Y ROBOS VIOLENTOS,salud
1220229,BAYESIAN NONPARAMETRIC MODELS FOR THE ANALYSIS OF COMPLEX DATASETS,otro
1220228,GRAPHENE-DRIVEN CATALYTIC AND PHOTOCATALYTIC REACTIONS: TOWARDS SUSTAINABLE ORGANIC SYNTHESIS AND ENVIRONMENT REMEDIATION (GRAPHOSER),otro
1220225,NATURAL SORBENT PHASES IN MICROEXTRACTION TECHNOLOGIES; AN EFFICIENT AND GREEN ALTERNATIVE IN THE MODERN ANALYTICAL CHEMISTRY OF EMERGING CONTAMINANTS.,otro
1220223,SKIN COLOR DE-SYNCHRONIZATION WITH SOFTENING OF HASS AVOCADO: DISSECTING THE PROBLEM BY INTEGRATION OF OMICS AND TARGETED HORMONE ANALYSIS AT HARVEST AND DURING POSTHARVEST STORAGE,salud
1220219,"THE EPISTEMOLOGICAL, HISTORICAL AND TERRITORIAL CONSTRUCTION OF THE SOUTHERN ZONE AS A NATURAL LABORATORY: SCIENTIFIC AGENDAS, KNOWLEDGE NETWORKS AND GLOBAL IMAGINARIES",otro
1220218,ELEMENTARY APPERCEPTIONS: THE GENESIS OF CONSCIOUSNESS IN MARC RICHIR,otro
1220217,"TRABAJO EN TIEMPOS DE LA INDUSTRIA 4.0 EN BRASIL Y CHILE: CONSECUENCIAS SOCIALES Y POLITICAS SOCIALES 2015-2020


WORK IN TIMES OF INDUSTRY 4.0 IN BRAZIL AND CHILE: SOCIAL CONSEQUENCES AND SOCIAL POLICIES 2015-2020",otro
1220215,MAGNETIC PROPERTIES OF NANOWIRES AND SPIN CHAINS,otro
1220211,"THERMOMECHANICAL-MICROSTRUCTURAL ANALYSIS OF LASER-PROCESSED TITANIUM-BASED ALLOYS IN SHEET BENDING AND SURFACE TREATMENT PROCESSES: MODELING, SIMULATION AND EXPERIMENTAL VALIDATION",otro
1220209,"ON THE EFFECTS OF IMPLICIT AND EXPLICIT CORRECTIVE FEEDBACK ON PERCEPTION AND PRODUCTION OF ENGLISH SENTENCE ACCENT AND (POST-) NUCLEAR INTONATION AS MODERATED BY L2 FOREIGN LANGUAGE APTITUDE, WORKING MEMORY, AND MUSICAL ABILITY.",otro
1220203,OCUPACION PREHISPANA EN TORNO AL “TOTORAL”. PATRON DE ASENTAMIENTO Y USO DE RECURSOS EN LA LAGUNA DE BATUCO,otro
1220202,A PROCESS MINING METHOD FOR UNPLUGGED PROCESS TRAINING,otro
1220196,"NOT TOO MUCH, NOT TOO LITTLE, JUST RIGHT: THE UNEXPECTED ROLE OF ADENOSINE IN THE ANTITUMOR IMMUNE RESPONSE",salud
1220193,ACTIVACION DE IDENTIDADES NEGATIVAS SEGUN NIVELES DE INSTITUCIONALIZACION DEL SISTEMA DE PARTIDOS: EVIDENCIA EXPERIMENTAL EN ENCUESTAS DE OPINION PRE-ELECTORALES EN CHILE Y OTROS PAISES LATINOAMERICANOS.,otro
1220190,INTERACTIVE ROLE OF PHOSPHORUS AND WATER USE EFFICIENCY: A NEW PROMISING APPROACH FOR THE SELECTION OF WHEAT GENOTYPES ADAPTED TO WATER AND PHOSPHORUS LIMITING CONDITIONS.,otro
1220180,"FICCIONES DEL ANTROPOCENO: NUEVOS MATERIALISMOS, (POS)NATURALEZA, ESCALA Y TEMPORALIDAD EN LA LITERATURA Y EL AUDIOVISUAL LATINOAMERICANOS",otro
1220179,MULTIPLE PATERNITY IN EXPLOITED DECAPOD SPECIES AND ITS CONSEQUENCES IN OFFSPRING VIABILITY,otro
1220178,TOWARDS RELIABLE MOVEMENT IDENTIFICATION FOR DAIRY CATTLE BASED ON SELF-CALIBRATION ATTITUDE ESTIMATE ALGORITHMS,otro
1220173,LIMITACIONES Y POSIBILIDADES PARA LA CONSTITUCION DE UNA ESFERA COMUNITARIA AUTONOMA EN CHILE,otro
1220169,"LA TUTELA DE LA PARTE DEBIL FRENTE A DESEQUILIBRIOS ORIGINARIOS EN LOS CONTRATOS CIVILES Y EN LOS CONTRATOS DE CONSUMO: DIAGNOSTICO, PROBLEMAS JURIDICOS Y PERSPECTIVAS DE SOLUCION EN EL DERECHO CHILENO",otro
1220168,DESIGN AND ANLYSIS OF SWITCHED FRACTIONAL ORDER CONTROLLERS FOR OPTIMIZED SYSTEM PERFORMANCE AND ENERGY CONSUMPTION: APPLICATION TO ENERGY INTENSIVE PROCESSES.,otro
1220167,REVISITING COASTAL UPWELLING AND CROSS-SHORE TRANSPORT OFF CENTRAL-SOUTHERN CHILE: THE IMPACT OF SUBMARINE CANYONS,otro
1220166,“EVALUACION DE UNA MEDIDA MULTIDIMENSIONAL Y MULTI-INFORMANTE DE CLIMA SOCIAL ESCOLAR Y BIENESTAR HEDONICO Y EUDAIMONICO PARA ESTUDIANTES ADOLESCENTES EN ETAPA DE TRANSICION EDUCATIVA”,otro
1220165,"PROCESOS DE DESCENTRALIZACION Y GOBERNANZA. DINAMICA, FACTORES Y ACTORES DETERMINANTES DE LA GOBERNANZA DEMOCRATICA REGIONAL EN CHILE.",otro
1220159,SOLAR SPECTRAL CONVERSION BASED ON LUMINESCENT LANTHANIDE COMPLEXES OF ISOQUINOLINE LIGANDS. LUMINESCENT DOWN-SHIFTING (LDS) LAYERS AND LUMINESCENT SOLAR CONCENTRATOR. (LSC) TO ENHANCE PHOTOVOLTAIC EFFICIENCY IN CRYSTALLINE SILICON (C-SI) CELLS,otro
1220156,APPROXIMATION AND CONTROL OF SINGULAR AND NONLOCAL PROBLEMS,otro
1220146,GENDER PERFORMANCE IN THE MUSIC OF VICTOR JARA,otro
1220142,COMPACT DISTRIBUTED CERTIFICATION OF HEREDITARY GRAPH CLASSES,otro
1220140,TASK OPTIMIZATION USING DEEP LEARNING TECHNIQUES FOR DUAL-ARM MOBILE MANIPULATOR ROBOTS IN AGRICULTURE,otro
1220139,"GENDERED CONSTITUTIONAL DEBATES AND PARADOXICAL CITIZENSHIPS IN CHILE, 20TH-21ST CENTURIES",otro
1220138,LOS CICLOS Y SUS CONFLICTOS CON OTROS MODOS DE TRANSPORTE: UN ANALISIS EN CALLES DE SANTIAGO,otro
1220134,IMMOBILIZED BIOCATALYST ENGINEERING OF GLUCOSE OXIDASE AND GALACTOSE OXIDASE TOWARD ENZYMATIC TOOLBOX GENERATION FOR SUGAR ACID PRODUCTION,otro
1220133,THE INVOLVEMENT OF CHILDREN IN THE CIRCULATION OF FAMILY CARE. A CASE STUDY IN THREE CHILEAN CITIES.,otro
1220131,"UMBRALES DE LA VICTIMA EN NARRATIVAS CONTEMPORANEAS DE PERU, CHILE Y HAITI: REPRESENTACIONES, CONSTRUCCIONES, DISCURSOS",otro
1220130,"VALORIZATION OF 5-HYDROXYMETHYLFURFURAL, LEVULINIC ACID AND FURFURAL AS MODEL MOLECULES OF BIOMASS ON CNTS SUPPORTED METAL NITRIDES-BASED CATALYSTS.",otro
1220128,"FICCIONES DE ARCHIVO: VIAJE, ENIGMA, MEMORIA E HISTORIA",otro
1220125,DISCUSIONES POLITICAS Y SOCIALES FRENTE A LA FLEXIBILIZACION Y EL TIEMPO DE TRABAJO. LOS CASOS DE ESPAÑA Y ALEMANIA FEDERAL. LA DECADA DE 1980.,otro
1220123,"CREACION Y TRANSFORMACIONES DE LOS MINISTERIOS EN CHILE (1900-2020): CAMBIO INSTITUCIONAL, PARADIGMAS E IDEAS PROGRAMATICAS.",otro
1220122,ESCRITURA CLARA EN DERECHO: RELACION ENTRE LOS RASGOS LINGÜISTICO-DISCURSIVOS DE TEXTOS JURIDICOS Y SU COMPRENSION POR PARTE DE SUJETOS CON CONOCIMIENTOS DIFERENCIADOS,otro
1220120,EL ORIGEN DEL HIJO DE DIOS EN LA LITERATURA CRISTIANA DE LOS SIGLOS III Y IV,otro
1220119,"PROMOCION DE LENGUAJE MENTALIZANTE: DISEÑO, IMPLEMENTACION Y EVALUACION DE UNA INTERVENCION BASADA EN CUENTOS PARA EQUIPOS EDUCATIVOS A CARGO DE NIÑOS Y NIÑAS DE 3 A 5 AÑOS DE EDAD.",otro
1220118,LA VINCULACION CONCEPTUAL Y SU CODIFICACION LINGÜISTICA EN EL LENGUAJE INFANTIL: UNA APROXIMACION A LOS ESTUDIOS DEL DESARROLLO SINTACTICO EN ESCOLARES HISPANOHABLANTES.,otro
1220115,"ENVIRONMENTAL, SOCIAL, AND CORPORATE GOVERNANCE: CAUSES AND CONSEQUENCES FOR FIRMS",otro
1220113,PRACTICAS PEDAGOGICAS DE MEDIACION DE LA LECTURA DE DOCENTES DE EXCELENCIA EN DISTINTAS DISCIPLINAS ESCOLARES: ¿QUE PODEMOS APRENDER DE ELLOS PARA EL DESARROLLO DE INTERACCIONES DIALOGICAS EN EL AULA?,otro
1220110,STRUCTURAL AND FUNCTIONAL PROPERTIES REGULATING THE ASSOCIATION OF TRP CHANNELS AND 14-3-3 PROTEINS: NEW INSIGHTS INTO PROTEIN-PROTEIN INTERACTIONS FOR DRUG DISCOVERY.,salud
1220107,NEW NANOCARBON PASTE ELECTRODES MODIFIED WITH HYBRID MATERIALS (NANOPOLYANILINE/FERRITE OF CO (COFE2O4) AND NANOPOLYANILILINE/CO OR FE OXIDES) TOWARDS THE ELECTRO AND PHOTO-ELECTROCATALYSIS OF HYDROGEN  EVOLUTION (HER) AND OXYGEN REDUCTION (ORR) REACTIONS,otro
1220106,LAS DIMENSIONES TRINITARIAS DE LAS OPERACIONES DIVINAS EN LA EPOCA PATRISTICA (II-IV),otro
1220105,MECHANISM OF CONGENITAL CHAGAS DISEASE: EFFECTIVE PLACENTAL TRYPANOSOMA CRUZI INFECTION DEPENDS ON PARASITE-DERIVED EXOVESICLES,salud
1220103,"DELIBERACION CIUDADANA EN EL PROCESO LEGISLATIVO: MODELOS PARA UN ""PARLAMENTO DIGITAL""",otro
1220099,GROUP ACTIONS ON RIEMANN SURFACES AND ABELIAN VARIETIES,otro
1220097,RATIONAL DESIGN OF PHLOROTANNIN ORAL DELIVERY SYSTEM AS AN ALTERNATIVE TO CONTROL THE METABOLIC STATUS OF OLDER ADULTS WITH SARCOPENIA OR SARCOPENIA RISK,salud
1220095,RENORMALON-MOTIVATED RESUMMATIONS IN PERTURBATIVE AND HOLOMORPHIC QCD,otro
1220093,NOVEL SCAFFOLDS  BASED ON BIOPOLYMER NANOCOMPOSITES BY ELECTROSPINNING METHOD FOR BONE TISSUE ENGINEERING,salud
1220089,THE SPILLOVER EFFECTS OF SUPRANATIONAL BANK SUPERVISION,otro
1220088,NOVEL PHOTOTHERMAL NANOCOMPOSITE MEMBRANES FOR SOLAR-DRIVEN MEMBRANE DISTILLATION APPLIED TO RECOVER WATER FROM ACID MINING DRAINAGE.,otro
1220087,THE INORGANIC SUPRAMOLECULAR CHEMISTRY OF THE GOLD AND CHALCOGENS IN COMPLEX SYSTEMS. QUANTUM CHEMISTRY STUDY.,otro
1220083,THE PAST AND PRESENT OF THE MILKY WAY IN THE GAIA ERA,otro
1220081,LA CONSTRUCCION Y DESARROLLO DE LA IDENTIDAD PROFESIONAL DOCENTE A PARTIR DE LAS EXPERIENCIAS SUBJETIVAS DE APRENDIZAJE,otro
1220080,GENDERED LIFE-COURSE DETERMINANTS OF EXTENDED WORKING LIFE AMONG OLDER PEOPLE IN DEVELOPING AND DEVELOPED LIBERAL COUNTRIES,salud
1220077,NEW DEVELOPMENT OF A SOLAR PHOTO-ELECTROCHEMICAL RACEWAY POND REACTOR FOR THE ELIMINATION OF MICROPOLLUTANTS BY SOLAR PHOTOELECTRO-FENTON PROCESS,otro
1220075,ISOLATION AND BIOACTIVITY OF PHENOLICS FROM NATIVE SMALL FRUITS FROM CHILE: COUNTERCURRENT CHROMATOGRAPHY AND BIOPROSPECTION OF NEGLECTED BERRIES USING CONVENTIONAL AND GREEN METHODOLOGIES AND POTENTIAL USE ON THE PREVENTION OF CHRONIC DISEASES.,salud
1220071,"CROSSINGS, DECOMPOSITIONS AND COLORINGS FOR DISCRETE STRUCTURES",otro
1220066,PRACTICAS ARTISTICAS DE MEDIACION CON COMUNIDADES: DESAFIOS PARA EXPANDIR EL ROL SOCIAL DE LAS ARTES EN CHILE,otro
1220062,MORPHO-TECTONIC CONDITIONS FOR THE FORMATION OF SUPERGENE COPPER MINERALIZATION: A COMPARATIVE STUDY OF EXHUMATION HISTORIES,otro
1220058,UNDERSTANDING THE STRUCTURE-PROPERTY RELATIONSHIPS ON ADVANCED HIGH STRENGTH STEELS OBTAINED VIA CHEMICAL PATTERNING OF AUSTENITE,otro
1220056,A NOVEL ENZYMATIC STRATEGY FOR THE DEPLETION OF UNREACTED LACTOSE IN THE SYNTHESIS OF GALACTO-OLIGOSACCHARIDES,salud
1220055,"REPRESENTACIONES SOBRE LA PROFESION DOCENTE DE PROFESORES CON ASCENDENCIA DE PUEBLOS ORIGINARIOS, EN CONTEXTOS INTERCULTURALES.",otro
1220054,EFFICIENCY AND FAIRNESS IN DATA-DRIVEN SEQUENTIAL ALLOCATIONS,otro
1220053,THE POPULIST RADICAL RIGHT IN CHILE IN COMPARATIVE PERSPECTIVE,otro
1220051,LA ESPERANZA COMO UNA ESTRUCTURA FUNDAMENTAL DE LA ACCION ETICA O POLITICA Y DE LA VIDA EN SU TOTALIDAD SEGUN TOMAS DE AQUINO: ¿ESPERANZA TRASCENDENTE CON TRASCENDENCIA O SIN TRASCENDENCIA?,otro
1220048,LA CLIMATIZACION DE LAS POLITICAS PUBLICAS EN CHILE: DESARROLLO Y DETERMINANTES,otro
1220047,MULTI-STOP TRIPS: THE EFFECT OF CUSTOMER COMPLEX CHOICE RULES OVER LEADER AND FOLLOWER FACILITY LOCATIONS IN COMPETITIVE CONTEXTS,otro
1220045,"GASTO PUBLICO EN EDUCACION Y DESARROLLO DE LAS MACROPOLITICAS EDUCACIONALES EN CHILE EN EL SIGLO XXI: TENDENCIAS, LOGICAS SUBYACENTES Y DESAFIOS",otro
1220044,INFORMATION PROVISION AND EDUCATIONAL OUTCOMES: USING EXPERIMENTAL EVIDENCE TO UNDERSTAND MECHANISMS.,otro
1220039,NAVEGAR EN LA INCERTIDUMBRE: ESTRATEGIAS DE MOVILIZACION DE RECURSOS FINANCIEROS Y NO FINANCIEROS EN HOGARES PRECARIZADOS,otro
1220037,"RELACIONES ENTRE EL PRINCIPIO DEL INTERES SUPERIOR, EL LIBRE DESARROLLO DE LA PERSONALIDAD, Y EL EJERCICIO DE LA RELACION DIRECTA Y REGULAR EN LAS SALIDAS PROLONGADAS O DEFINITIVAS AL EXTRANJERO DE MADRES ACOMPAÑADAS DE SUS HIJOS Y/O HIJAS",otro
1220036,NONLOCAL OPERATORS AND EVOLUTION EQUATIONS: NEW CHALLENGES AND PERSPECTIVES,otro
1220035,PHASE TRANSITIONS IN QUANTUM FIELD THEORY: DIFFERENT SCENARIOS AND APPLICATIONS,otro
1220033,BRIDGE THE GAP: UNVEILING THE PHYSICS OF STAR-FORMATION THROUGH CHEMISTRY,otro
1220032,FROM CHAOS TO STRUCTURE: A POTPOURRI OF PROBLEMS IN DYNAMICS AND INTERACTIONS,otro
1220031,FENOMENOS DE CAMBIO DE VALENCIA Y ORDEN SINTACTICO EN EL CASTELLANO HABLADO POR BILINGÜES MAPUCHE/ESPAÑOL. UN ABORDAJE DESDE EL CONTACTO LINGÜISTICO Y LA TIPOLOGIA SINTACTICA.,otro
1220026,GENOMIC AND TRANSCRIPTIONAL PROFILING OF FERMENTATIVE VIGOR IN LABORATORY LAGER YEAST HYBRIDS.,otro
1220021,LA LETRA Y LA MIRADA. FOTOGRAFIAS EN LA POESIA CHILENA DEL SIGLO XX Y XXI,otro
1220017,BAYESIAN DEPENDENT RANDOM PARTITION MODELS WITH AND WITHOUT REPULSION AND APPLICATIONS,otro
1220015,"RECEPCION CLASICA EN LOS PROYECTOS, DISCURSOS Y DEBATES EDUCACIONALES DE CHILE, 1832-1863: CONTINUIDADES, TRADICION Y MODERNIDAD",otro
1220012,NON-FUNDAMENTAL SHIFTS IN THE DEMAND FOR FINANCIAL ASSETS: CONSEQUENCES FOR EXCHANGE RATES AND PORTFOLIO MANAGEMENT,otro
1220010,SIMULATION OF ENVIRONMENTAL AND ENERGY POLICIES THAT CONTRIBUTE TO CARBON NEUTRALITY,otro
1220007,NARRATIVA DISTOPICA LATINOAMERICANA CONTEMPORANEA DESDE LA CRITICA LITERARIA FEMINISTA: HACIA UN POSHUMANISMO CRITICO,otro
1220006,DE LA ANALOGIA FILOSOFICA A LA PARASITOLOGIA ESPECULATIVA. SOBRE LA POSIBILIDAD DE UN CAMPO TRANSCATEGORIAL RELACIONAL AUTONOMO EN JACQUES DERRIDA,otro
1220004,"VINCULACION ENTRE REPRESENTANTES Y REPRESENTADOS EN AMBIENTES FORMALES Y VIRTUALES DE MEDIACION: AUDIENCIAS, PATRONAZGO Y REDES SOCIALES.  CHILE, 2008-2024",otro
1220001,JEAN-PAUL SARTRE’S PHILOSOPHICAL REALISM IN BEING AND NOTHINGNESS TESTED BY JAN PATO&#269;KA’S ASUBJECTIVE PHENOMENOLOGY ON THE CRUCIAL QUESTION OF THE BODY,otro
1221220,DATA-DRIVEN MODELING OF BIOLOGICAL SOFT MATTER WITH PARTICLE-BASED METHODS,salud
1221133,"THE PERMUTOHEDRON AS A BRIDGE BETWEEN ALGEBRA, COMBINATORICS, AND GEOMETRY.",otro
1220995,MAPPING AND MODELING THE HEALTHY AND PATHOLOGICAL AGING TRAJECTORIES OF THE HUMAN BRAIN,salud
1220776,A MODERN THEORY FOR LANE-EMDEN TYPE PROBLEMS,otro
1220174,DYNAMIC HYPERBOLIC GRAPHS,otro
QUIMAL220002,THE NEXT STEP FOR ASTROPHYSICAL SUPERCOMPUTING IN CHILE: A POWERFUL GPU-SERVER FOR FLUID AND STELLAR DYNAMICS,otro
QUIMAL220005,A NEW TOOL TO CHARACTERISE SPACE-BASED SOURCES OF LIGHT POLLUTION,otro
QUIMAL220006,ARTIFICIAL INTELLIGENCE FOR ADAPTIVE OPTICS: DEEP LEARNING WAVEFRONT SENSING FOR EXTREMELY LARGE TELESCOPES (DEALT),otro
QUIMAL220008,STUDY OF WATER CHERENKOV DETECTORS IN EXTREME WEATHER CONDITIONS FOR THE SWGO (SOUTHERN WIDE-FIELD GAMMA-RAY OBSERVATORY) CANDIDATE SITES,otro
NAM22I0007,BLOOD-BORNE COMPONENTS FROM PREGNANT FEMALES AS A NOVEL THERAPEUTIC AVENUE AGAINST ALZHEIMER’S DISEASE,salud
NAM22I0009,"DEVELOPMENT OF A COMPUTATIONAL INTELLIGENCE AND PROTEOMICS PLATFORM FOR EARLY IDENTIFICATION OF BIOMARKERS IN DEMENTIA: AGING METS PROJECT


",salud
NAM22I0015,VIBRATION MOTOR STIMULATION DEVICE IN SMART LEGGINGS THAT PROMOTES MOTOR PERFORMANCE IN OLDER ADULTS,salud
NAM22I0054,"MUSICAL TRAINING FOR OLDER ADULTS WITH HEARING LOSS: MAXIMISING THE BENEFITS OF HEARING AIDS TO IMPROVE BRAIN FUNCTIONING, AUDITORY ABILITIES AND SOCIAL PARTICIPATION",salud
NAM22I0057,IMPROVING BRAIN PROTEOSTASIS AS A STRATEGY TO REDUCE THE ADVERSE EFFECTS  OF PSYCHOSOCIAL STRESS ON THE COGNITIVE DECLINE OF THE ELDERLY,salud
NAM22I0071,ALIMENTOS SOSTENIBLES PARA UNA LONGEVIDAD SALUDABLE,salud
OTL220001,CONSOLIDACION Y FORTALECIMIENTO DE LA DIRECCION DE TRANSFERENCIA Y DESARROLLO DE LA UC,otro
OTL220002,CONSOLIDACION OFICINA TRANSFERENCIA Y LICENCIAMIENTO UTEM 2.0,otro
OTL220003,"CONSOLIDACION DE LA OFICINA DE INNOVACION, DESARROLLO Y TRANSFERENCIA DE LA UNIVERSIDAD DIEGO PORTALES",otro
OTL220004,"APOYO A LA CONSOLIDACION DE LA OTL CIPA 2022-2025


",otro
OTL220005,"“CONSOLIDACION DE OFICINA DE TRANSFERENCIA Y


LICENCIAMIENTO UCN”",otro
OTL220013,APOYO A LA CONSOLIDACION DE OFICINAS DE TRANSFERENCIA Y LICENCIAMIENTO CONVOCATORIA 2022 DE LA UNIVERSIDAD SAN SEBASTIAN,otro
OTL220014,APOYO A LA CONSOLIDACION DE LA OFICINA DE TRANSFERENCIA Y LICENCIAMIENTO DE LA UNIVERSIDAD DE MAGALLANES,otro
1522A0001,CENTER FOR CLIMATE AND RESILIENCE RESEARCH,otro
1522A0002,CENTRE FOR SUSTAINABLE URBAN DEVELOPMENT,otro
1522A0003,CENTER FOR INTERCULTURAL AND INDIGENOUS RESEARCH,otro
1522A0004,INTERDISCIPLINARY CENTER FOR AQUACULTURE RESEARCH (INCAR),otro
1522A0005,CENTRO DE INVESTIGACION PARA LA GESTION INTEGRADA DEL RIESGO DE DESASTRES - CIGIDEN,otro
1522A0006,SOLAR ENERGY RESEARCH CENTER,otro
CTI220001,CONSOLIDACION DE LA OFERTA DE VALOR DEL CENTRO NACIONAL EN SISTEMAS DE INFORMACION EN SALUD (CENS),salud
CTI220002,CENTRO DE INVESTIGACION E INNOVACION EN TECNOLOGIAS DE LA INFORMACION Y TELECOMUNICACIONES (CIRIC),otro
AFB220001,CENTRO PARA EL DESARROLLO DE LA NANOCIENCIA Y LA NANOTECNOLOGIA,otro
AFB220002,CENTRO AVANZADO DE TECNOLOGIA PARA LA MINERIA,otro
AFB220003,INSTITUTO SISTEMAS COMPLEJOS DE INGENIERIA,otro
