código,glosa,clasificación,clasificación_normalizada
11221289,NANOSYSTEMS BASED ON &#946;CYCLODEXTRIN POLYMERS AND GOLD NANOPARTICLES FOR DRUG DELIVERY: CO-LOADING AND CONTROLLED RELEASE.,salud,salud
11221288,"TOWARDS A DATA-DRIVEN FRAMEWORK TO UNVEIL COMPLEX PHENOMENA IN BIOLOGY AND SOCIAL SCIENCE BASED ON COMPLEX NETWORKS, STOCHASTIC PROCESSES, AND MACHINE LEARNING",otro,otro
11221282,GOLD ALBUMIN FLUORESCENT NANOCLUSTERS ASSOCIATED TO GOLD NANOPARTICLES FOR A CONTROLLED AND SELECTIVE DRUG PHOTOTHERMAL RELEASE FOR POTENTIAL CANCER TREATMENT.”,salud,salud
11221280,CHARACTERIZATION OF THE IMMUNOLOGICAL ALTERATIONS INDUCED BY HUMAN RESPIRATORY SYNCYTIAL INFECTION IN THE CENTRAL NERVOUS SYSTEM,salud,salud
11221279,“PRECARIZACION Y TRABAJO: SUJETOS Y USOS DEL CUERPO EN LA NOVELA CHILENA DEL SIGLO XXI (2000-2020)”,otro,otro
11221272,LA REFLEXION DOCENTE Y LA CONSTRUCCION DE LA IDENTIDAD COMO EJES DE ARTICULACION ENTRE LAS PRACTICAS DE FORMACION INICIAL DOCENTE Y LOS PROCESOS DE INDUCCION DEL PROFESORADO PRINCIPIANTE,otro,otro
11221268,EXPLORING  PORE FORMATION INTO VOLTAGE-GATED IONIC CHANNELS BY NANOSECOND PULSED ELECTRIC FIELDS,salud,salud
11221266,THE INTERPLAY BETWEEN FLUIDS AND SLOW SLIP EVENTS IN THE NORTHERN CHILE MEGATHRUST: CONSTRAINTS FROM ELECTROMAGNETIC METHODS,otro,otro
11221265,"DEFENSORES/AS DE DERECHOS HUMANOS: 


NARRATIVAS GLOBALES Y PRACTICAS LOCALES DE JUSTICIA EN EL CHILE CONTEMPORANEO",otro,otro
11221255,REVEAL: RESEARCHING ENVIRONMENTAL EFFECTS ON ACADEMIC LEARNING,otro,otro
11221254,TECNOLOGIAS REPRODUCTIVAS EN CHILE: ANALISIS JURIDICO Y SOCIOLOGICO DESDE UNA PERSPECTIVA FEMINISTA.,otro,otro
11221251,DEVELOPMENT OF A CRISPRI LIBRARY FOR P. SALMONIS AS A TOOL FOR HIGH-THROUGHPUT FUNCTIONAL GENOMICS: IDENTIFICATION OF CONDITIONALLY ESSENTIAL GENES FOR INFECTION,salud,salud
11221248,VIDA COTIDIANA Y ESPACIO DOMESTICO EN CONTEXTO DE PANDEMIA:  REDEFINICIONES DEL HABITAR DE MIGRANTES HAITIANOS EN CAMPAMENTOS Y BARRIOS DE ESTACION CENTRAL Y QUILICURA,otro,otro
11221241,REGIMEN DE INEFICACIA DE LA PRUEBA ILICITA EN EL SISTEMA PROCESAL PENAL CHILENO. ESTUDIO DOGMATICO Y CRITICO,otro,otro
11221232,DESIGN OF MODIFIED PAPER SUBSTRATES WITH METALLIC NANOPARTICLES AND CYCLODEXTRINS FOR REMEDIATION AND DETECTION OF ORGANIC POLLUTANTS,otro,otro
11221231,PREDICTIVE MODEL FOR CREATING SMART ENVIRONMENTS BASED ON THE KNOWLEDGE OF HUMAN ACTIVITY AND INTEGRATION OF ADVANCED TECHNIQUES OF MACHINE LEARNING AND IOT,otro,otro
11221230,ADVANCES ON STOCHASTIC MODEL PREDICTIVE CONTROL BASED ON FUZZY AND NEURAL MODELS,otro,otro
11221228,"EL ESPACIO, EL TIEMPO, Y EL AZAR EN EL MATERIALISMO ALEATORIO DE LOUIS ALTHUSSER. LA IMPRONTA DEL ATOMISMO DE LA ANTIGÜEDAD.",otro,otro
11221227,EXAMINING REAL FACE PROCESSING USING MOBILE BRAIN AND BODY IMAGING.,otro,otro
11221226,EFFECT OF TRANSCRANIAL ALTERNATING CURRENT STIMULATION ON THE RECOVERY OF MOTOR CONTROL OF THE UPPER LIMB AND CEREBRAL CONNECTIVITY IN CHRONIC-STAGE STROKE PATIENTS.,salud,salud
11221224,EFFICIENCY IMPROVEMENT OF FIXED PARTICULATE PHOTOCATALYST SYSTEMS INTENDED FOR LARGE-SCALE SOLAR HYDROGEN PRODUCTION VIA WATER SPLITTING: A SYSTEMATIC EXPERIMENTAL APPROACH,otro,otro
11221223,DIRECTED SEARCH ON POISSON POINT PROCESS MODELS: THEORY AND APPLICATIONS,otro,otro
11221222,MOVILIZACION DEL CONOCIMIENTO GENERADO EN LAS REDES EDUCATIVAS DE LOS SERVICIOS LOCALES DE EDUCACION PUBLICA EN SUS ESTABLECIMIENTOS EDUCATIVOS Y SU INFLUENCIA EN LAS ACTIVIDADES DE ENSEÑANZA Y APRENDIZAJE DE SUS DOCENTES.,otro,otro
11221216,LEWIS BASE-CATALYZED CYCLIZATION REACTIONS: MECHANISTIC UNDERSTANDING AND PROSPECT FOR RATIONAL CATALYSTS DESIGN.,otro,otro
11221214,PROFILING THE INTRASPECIFIC RESPONSES TO CLIMATIC CHANGES IN EMBOTHRIUM COCCINEUM J.R. FORST: A SYSTEMS BIOLOGY APPROACH OF MOLECULAR AND FUNCTIONAL TRAITS IN THE PLANT PRODUCTION,otro,otro
11221213,UNDERSTANDING THE TRANSFERENCE AND PHYSIOLOGICAL EFFECTS OF METALS ON NON-MAMMALIAN VERTEBRATES: USING A LARGE WETLAND AS A NATURAL LABORATORY SYSTEM,otro,otro
11221211,NEGATIVE ALLOSTERIC MODULATION OF GABA RDL RECEPTORS BY COMPOUNDS CAPABLE OF BLOCKING THE PORE OF THE ION CHANNEL WITH POTENTIAL INSECTICIDAL ACTIVITY,otro,otro
11221196,FREE SURFACE DEFORMATION IN STEPPED SPILLWAYS,otro,otro
11221194,MOTIVACION PARA EL TRABAJO DOCENTE: LA URGENCIA DE REPENSAR LAS POLITICAS DE INCENTIVOS DOCENTES EN CHILE,otro,otro
11221193,IMPACT OF FINE-SCALE ATMOSPHERIC STRUCTURES IN THE COASTAL MARINE SYSTEM OFF NORTH-WESTERN PATAGONIA,otro,otro
11221191,PERCEPCION DE ENVEJECIMIENTO Y FUNCIONAMIENTO COGNITIVO: MEDIACION Y MODERACION DE VARIABLES PSICOLOGICAS EN UNA MUESTRA DE ADULTOS Y PERSONAS MAYORES.,salud,salud
11221187,ON THE FORMATION OF ANALYST COVERAGE NETWORKS: ECONOMIC INCENTIVES AND FINANCIAL IMPLICATIONS,otro,otro
11221186,PARTICIPATION OF THE AUXIN-GIBBERELLIN NEGATIVE REGULATORY MODULE DURING THE FRUIT RIPENING INITIATION IN THE NON-CLIMACTERIC SWEET CHERRY: TOWARDS A SEED-FRUIT INTERACTION MULTISCALE MODEL,otro,otro
11221172,"CONTRIBUCIONES DE LA MODELIZACION EN EL AULA DE CIENCIAS EN EL DESARROLLO DE CONCEPCIONES INFORMADAS SOBRE LA CIENCIA DE ESTUDIANTES DE EDUCACION MEDIA, COMO COMPONENTE FUNDAMENTAL DE LA FORMACION CIUDADANA",otro,otro
11221171,INEQUALITY OF OUTCOMES AND OPPORTUNITY AND ITS EFFECTS ON THE LEGITIMACY OF INEQUALITY AND SOCIAL COHESION,otro,otro
11221167,"IMPACTS OF CHILDCARE CENTERS IN DEVELOPING ECONOMIES:


QUALITY, SKILLS, AND THE LABOR SUPPLY OF THE FAMILY",otro,otro
11221161,THE EFFECT OF ENVIRONMENTAL VARIABILITY AND FLUCTUATIONS ON THE ECOPHYSIOLOGY AND REPRODUCTIVE INVESTMENT OF COASTAL MARINE INVERTEBRATES,otro,otro
11221158,ASESORIA DE DEUDAS HOLISTICA Y CON ENFOQUE DIFERENCIAL PARA LA PREVENCION DEL SOBREENDEUDAMIENTO E INSOLVENCIA DE LA PERSONA NATURAL CONSUMIDORA. FORMULACION DE UNA TEORIA DOGMATICO JURIDICA.,otro,otro
11221155,"FRAMEWORK FOR DETECTING, MONITORING AND ANALYZING MULTI-STAGE CYBERATTACKS EVOLUTION DURING RUNTIME",otro,otro
11221152,LUCHAS COMUNITARIO-POPULARES Y CRISIS SISTEMICA EN EL CHILE URBANO CONTEMPORANEO,otro,otro
11221146,DEVELOPMENT OF A RENEWABLE-BASED CONDUCTIVE POLYMER FROM THE INTEGRATED CATALYTIC PROCESSING OF BIOMASS PYROLYSIS FOR USE IN THE MANUFACTURING OF CONDUCTIVE THERMOSET COMPOSITES,otro,otro
11221143,KERNELISED LINEAR TESTS: COMBINING STATISTICS AND MACHINE LEARNING TO BOOST TEST POWER,otro,otro
11221135,LA CIENCIA DE LA LOGICA DE HEGEL COMO UN APORTE A LA SEMANTICA DE LOS CONCEPTOS HISTORICOS,otro,otro
11221132,A COLLABORATIVE OR ASYMMETRIC RELATIONSHIP? LOCAL SCHOOL AND INDUSTRY INTERACTIONS AND THEIR REPERCUSSIONS ON STUDENTS' EARLY EDUCATIONAL AND LABOUR EXPERIENCES,otro,otro
11221128,ROLE OF RESIDENT MEMORY B CELLS IN AUTOIMMUNE PATHOGENESIS AND RESISTANCE TO B-CELL DEPLETION THERAPY IN A MOUSE MODEL OF SYSTEMIC LUPUS ERYTHEMATOSUS,salud,salud
11221123,DISENTANGLING THE EFFECTS OF CLIMATE CHANGE ON CHILEAN WATER MARKETS,otro,otro
11221120,"FORMANDO DOCENTES PARA LA INCLUSION: PROCESOS, ORIENTACIONES Y PRACTICAS EN LA FORMACION INICIAL",otro,otro
11221116,PAISAJES CORPORALES EN LOS VALLES DE ELQUI Y LIMARI: CUERPOS MAS ALLA DE LA CARNE Y EL HUESO ENTRE LOS PERIODOS ARCAICO TARDIO (3000 AEC - 500 EC) Y TARDIO (1450-1540 EC),otro,otro
11221110,"APODERADOS INMIGRANTES EN LAS COMUNIDADES ESCOLARES: COMPRENDIENDO LA RELEVANCIA DEL CLIMA DE DIVERSIDAD CULTURAL, LA CONSTRUCCION DE ROL Y EL INVOLUCRAMIENTO EN LA ESCUELA.",otro,otro
11221104,LIVING INTERFACES: A NEW FRAMEWORK FOR INTERACTIVE PARA-INSTRUMENTAL MUSICAL MODULES,otro,otro
11221096,"ARQUEOLOGIA DE LA REPRODUCCION SOCIAL EN LA COSTA TARAPAQUEÑA (CA. 7000-3000 AP): DESAFIOS METODOLOGICOS, IMPLICANCIAS TEORICAS Y ALCANCES POLITICOS",otro,otro
11221095,EVENTO DE MOVIMIENTO CAUSADO EN MAPUDUNGUN: UN ACERCAMIENTO DESDE LA SEMANTICA DE LAS EXPRESIONES ESPACIALES,otro,otro
11221093,PROBABILISTIC DFN-FDEM APPROACH TO ROCK BLOCK GEOMETRIC UNCERTAINTY AND STRAIN ENERGY EVOLUTION DUE TO TUNNELING IN DISCONTINUITY-CONTROLLED FAILURE ANALYSIS,otro,otro
11221092,"SALUD MENTAL EN NIÑOS, NIÑAS Y ADOLESCENTES DURANTE LA PANDEMIA POR COVID-19 EN CHILE: PREDICTORES DE MALESTAR Y BIENESTAR PSICOLOGICO.",salud,salud
11221089,"DESAFIOS PARA LA MODERNIZACION DE LA LEY Nº 19.628 DE 1999, DE CARA AL ALCANCE EXTRATERRITORIAL DEL REGLAMENTO GENERAL DE PROTECCION DE DATOS DE LA UNION EUROPEA GDPR",otro,otro
11221088,QUANTUM TWO-DIMENSIONAL AND LAYERED MATERIALS FOR COOLING AND HEATING MANAGEMENT,otro,otro
11221081,"CIUDAD, POLIFONIA Y MARGINALIDAD: ELEMENTOS PARA UN ANALISIS INTERMEDIAL DEL INFRARREALISMO (1975-2015)",otro,otro
11221079,UNRAVELING THE SOURCES OF ORGANIC MATTER AND SEDIMENTATION DYNAMICS THAT SUPPORT HADAL COMMUNITIES IN THE ATACAMA TRENCH (HADOM),otro,otro
11221076,"COMBINATORICS OF CELL COMPLEXES AND POSETS: MANIFOLDS, POLYTOPES AND MATROIDS.",otro,otro
11221074,ASSESSING PATTERNS AND PROCESSES OF DEGRADATION IN NOTHOFAGUS FORESTS IN WESTERN PATAGONIA: IMPLICATIONS UPON UNDERSTORY- SOIL INTERFACE,otro,otro
11221073,"DESIGN, SYNTHESIS, AND THEORETICAL STUDIES OF NOBLE-METAL-FREE MATERIALS AS BIFUNCTIONAL ELECTROCATALYSTS FOR ENERGY CONVERSION REACTIONS",otro,otro
11221070,DEVELOPMENT OF A BIOACTIVE RESIN COMPOSITE CONTAINING COPPER-DOPED BIOACTIVE GLASS NANOPARTICLES FOR THE PREVENTION OF SECONDARY CARIES,salud,salud
11221063,UNIVERSALITY OF SPONTANEOUS SCALARIZATION AND ITS CORRELATION WITH THERMODYNAMICS,otro,otro
11221062,FERAL PIGEONS AND URBAN HEAT ISLANDS: RELATIONSHIP BETWEEN COLOR POLYMORPHISM AND PLEIOTROPY IN MELANOCORTIN SYSTEM,otro,otro
11221061,"TRABAJO, HERRAMIENTA Y MEDIALIDAD EN EL CONTEXTO DEL AGOTAMIENTO MATERIAL. UNA REFLEXION DESDE EL PENSAMIENTO DE HEGEL.",otro,otro
11221059,CRITERIOS DE CALIDAD PARA DOCENTES DE MATEMATICAS Y DE CIENCIAS: UNA LECTURA INTENSIVA DE POLITICA PUBLICAS E INSTITUCIONALES PARA UNA EDUCACION INCLUSIVA Y EQUITATIVA,otro,otro
11221055,"FORMAS DE HABITAT COLECTIVO EN EL ESTRECHO DE MAGALLANES. ESTRATEGIAS DE IMPLANTACION, FORMAS DE OCUPACION Y MORFOLOGIA DEL ESPACIO RESIDENCIAL EN SU ESPACIO LITORAL DURANTE EL SIGLO XX.",otro,otro
11221054,"HISTORIAS EN PRIMER PLANO: PASADO, PRESENTE Y FUTURO DE ESTUDIANTES CON ALTA CAPACIDAD ACADEMICA PROVENIENTES DE CONTEXTOS RURALES CHILENOS",otro,otro
11221052,¿PELIGRO PARA LA SEGURIDAD DE LA SOCIEDAD?: UNA INVESTIGACION SOBRE LA DETERMINACION DE LA PELIGROSIDAD EN EL USO DE PRISION PREVENTIVA,otro,otro
11221043,"SOCIALIZACION POLITICA Y EDUCACION CIUDADANA EN CHILE: UN ESTUDIO SOBRE DIFERENCIAS, BRECHAS Y SESGOS DE GENERO EN EL CONTEXTO ESCOLAR",otro,otro
11221038,PHYSICAL STORAGE OF NUTRIENTS IN THE PORE VOLUME. A DYNAMIC FACTOR OF NUTRIENT AVAILABILITY THAT DEPENDS ON SOIL STRUCTURE AND MICROBIAL BIOMASS,otro,otro
11221034,"EXPLORANDO LAS GEOGRAFIAS DEL HOLDING FORESTAL CHILENO, ENTRE HEGEMONIA TERRITORIAL, GOBERNANZA RURAL Y SUSTENTABILIDAD",otro,otro
11221032,MEDICION DEL EFECTO DEL HABLA SINCRONIZADA EN LA INTELIGIBILIDAD Y LA COMPRENSIBILIDAD EN APRENDIENTES DE INGLES COMO LENGUA EXTRANJERA,otro,otro
11221028,INCLUSION DEL ESPACIO GEOGRAFICO EN DISEÑOS MUESTRALES: APLICACION DE UN MUESTREO ESPACIALIZADO PARA LA REDUCCION DE INCERTIDUMBRE EN LA ENCUESTA CASEN,otro,otro
11221024,DYNAMICAL EVOLUTION OF PLANETARY SYSTEMS DURING THE FINAL STAGES OF STELLAR EVOLUTION:  IMPLICATIONS FOR WHITE DWARF POLLUTION,otro,otro
11221019,"ENSEÑANZA MUSICAL INFORMAL EN EL GRAN VALPARAISO, 1890-1930: PRACTICAS, REDES Y MATERIALES.",otro,otro
11221017,INVESTIGATING THE IMMUNOREGULATORY EFFECT OF CIRCULATING CELL-FREE MITOCHONDRIA FROM HEALTHY DONORS AND SYSTEMIC LUPUS ERYTHEMATOSUS PATIENTS ON MEMORY CD4+ T CELLS.”,salud,salud
11221007,ASSESSING REPROTOXICITY FOLLOWING EXPOSURE TO DEGRADED MICRO AND NANOPLASTICS USING CAENORHABDITIS ELEGANS,salud,salud
11221005,SANTIAGO MICROCOSMOS: LOS INTERIORES DE LA CIUDAD COMO ARCHIVO DE SU ESFERA PUBLICA.,otro,otro
11221000,ROLE OF PORCN IN TOBACCO SMOKE-INDUCED ORAL CARCINOGENESIS: A NOVEL THERAPEUTIC APPROACH TO PREVENT MALIGNANT TRANSFORMATION OF ORAL KERATINOCYTES,salud,salud
11220995,ALCANCES DEL DERECHO A LA FILOSOFIA EN EL CONTEXTO DE DEFENSA DE LA FILOSOFIA EN CHILE ENTRE LOS AÑOS 2001-2020,otro,otro
11220991,FORMAS DE LA HISTORIA Y DE LA CRITICA LITERARIA CHILENA (1950-1970),otro,otro
11220990,PENSAMIENTO REPETITIVO Y ESTRES COMO PREDICTORES DE SINTOMATOLOGIA ANSIOSO-DEPRESIVA Y CONSUMO PROBLEMATICO DE SUSTANCIAS EN ESTUDIANTES UNIVERSITARIOS: UNA EVALUACION ECOLOGICA DE MOMENTOS.,salud,salud
11220989,CYBER-ATTACKS IN MODULAR MULTILEVEL CONVERTERS,otro,otro
11220983,EMERGING METALLOPHARMACEUTICALS AGAINST BREAST CANCER: SYNTHESIS AND ITS THERAPEUTIC EVALUATION ON BREAST CANCER CELL LINE BY USING NAPHTHOQUINOLINONE AND PERIMIDINONE DERIVATIVES/CU(II)-ZN(II) COMPLEXES”,salud,salud
11220969,PRACTICAS EDUCATIVAS RELEVANTES AL INTERIOR DE LAS FAMILIAS MIGRANTES. UN ESTUDIO ACERCA DE LAS CONTINUIDADES Y  DISCONTINUIDADES ENTRE FAMILIA Y ESCUELA,otro,otro
11220966,"¿Y DESPUES QUE? REINSERCION, EMPLEO Y REINCIDENCIA EN MUJERES QUE SALEN EN LIBERTAD EN SANTIAGO.",otro,otro
11220965,DETERMINING THE INDOOR AIR QUALITY OF CHILEAN HOUSES - DO WE HAVE A PROBLEM?,otro,otro
11220963,DESIGN AND EVALUATION OF A HIGHLY SELECTIVE MICELLE-LIKE AMPHIPHILIC ANTIMICROBIAL PEPTIDE,salud,salud
11220962,"CARDIORESPIRATORY DYSREGULATION IN ALZHEIMER’S: CAN TARGETING THE NEURAL CONTROL OF AUTONOMIC FUNCTION


IMPROVE DISEASE OUTCOMES?",salud,salud
11220952,ASSESSING THE PERFORMANCE OF DOWNSCALING METHODS AND ITS APPLICATION IN DETECTING THE LOCAL TIME OF EMERGENCE,otro,otro
11220951,DEVELOPMENT OF A NOVEL HETEROJUNCTION CEO2/TMO/RGO NANOCOMPOSITE FOR SOLAR IRRADIATION-INDUCED PHOTOCATALYTIC OXIDATION OF ANTIBIOTICS FROM SALMON FARMING WASTEWATERS WITH GREEN HYDROGEN PRODUCTION,salud,salud
11220944,SMART CONSTRAINTS DEFINITION USING MACHINE LEARNING FOR ROBUST PRICING OPTIMIZATION IN RETAIL,otro,otro
11220937,UNRAVELING THE PRIMARY TEMPORAL TRANSCRIPTIONAL CASCADE OF HEAT STRESS IN TRITICUM AESTIVUM,otro,otro
11220933,DELENDA ARAUCO: UNA APROXIMACION DESDE LA HISTORIA DEL DERECHO INTERNACIONAL,otro,otro
11220932,"ACTORES, RELACIONES E IDEOLOGIAS EN LOS PROCESOS DE RECONSTRUCCION DE LAS LENGUAS ORIGINARIAS EN COMUNIDADES ESCOLARES ATACAMEÑAS, COLLAS Y DIAGUITAS",otro,otro
11220930,MOLECULAR FOOTPRINTS OF COUPLED HUMAN–ENVIRONMENT SYSTEMS DURING THE ARRIVAL OF THE FIRST HUMANS TO CENTRAL CHILE.,otro,otro
11220927,GUT MICROBIOTA - SKELETAL MUSCLE AXIS: POTENTIAL ROLE IN THE TREATMENT OF SARCOPENIA,salud,salud
11220920,"LAS PARADOJAS DE LA (POS)FRONTERA. ETNOGRAFIA MULTI-SITUADA DE LAS COMUNIDADES DE “COLONOS MARGINALES” DE LA NORPATAGONIA FRENTE A TURISMO, CONSERVACION Y EXTRACTIVISMO.",otro,otro
11220918,EFFECTS OF INITIAL CLOUD THICKNESS AND SEABREEZE ADVECTION IN THE COASTAL STRATOCUMULUS BREAKUP PROCESS,otro,otro
11220913,INFLUENCE OF FINE-SCALE ENVIRONMENTAL VARIABILITY IN GENETIC STRUCTURE AND ADAPTIVE GENOMICS OF NATURAL BEDS AND FARMED POPULATIONS IN THE MUSSEL MYTILUS CHILENSIS IN NORTHERN PATAGONIA.,otro,otro
11220912,"A COMPLETE FRAMEWORK WITH QUERYING, ANALYTICS AND MACHINE LEARNING FEATURES FOR KNOWLEDGE GRAPHS",otro,otro
11220905,"ESCRIBIR EN CIENCIAS: ¿QUE PRACTICAS, CREENCIAS Y CONOCIMIENTOS DOCENTES SE RELACIONAN CON MEJORES DESEMPEÑOS DE LOS ESTUDIANTES?",otro,otro
11220897,IDENTIFICATION AND DISCRIMINATION AMONG ANTIBIOTIC RESISTANT STRAINS OF BACTERIA THROUGH ARTIFICIAL INTELLIGENCE,salud,salud
11220889,DETECTING GENOMIC REGIONS ASSOCIATED WITH RESISTANCE TO HIGH-VIRULENCE RACES OF STRIPE RUST IN DURUM WHEAT: TOWARDS MORE DURABLE RESISTANCE AND SUSTAINABLE PRODUCTION.,otro,otro
11220885,MAGNET: MAKING AUTOMATIC GENERATED TEST HUMAN-FRIENDLY,otro,otro
11220882,EFFECT OF PREVOTELLA COPRI ON THE INTESTINAL EPITHELIAL BARRIER AND THE ACTIVATION OF INFLAMMATORY IMMUNE RESPONSES BY ANTIGEN-PRESENTING CELLS IN PATIENTS WITH RHEUMATOID ARTHRITIS,salud,salud
11220879,EUGEN FINK AND THE QUESTION OF THE LIMITS OF PHENOMENOLOGY,otro,otro
11220876,DEVELOPMENT OF TEMPERED GLASS WITH SELF-CLEANING AND ANTIMICROBIAL PROPERTIES BASED ON THE PHOTOCATALYTIC ACTIVITY OF BIOI/TIO2 HETEROSTRUCTURED NANOPARTICLES UNDER VISIBLE LIGHT IRRADIATION,otro,otro
11220874,STUDY OF PHOTO-FENTON REACTION AT NEAR-NEUTRAL PH SUPPORTED BY A STABLE PHENOLIC-BASED FILM WITH TANNIC ACID.,otro,otro
11220873,RATIONAL DESIGN OF MN(I) AND RE(I) COMPLEXES AS VISIBLE-LIGHT ACTIVATED CO-RELEASING MOLECULES AND BUILDING BLOCKS FOR THE DEVELOPMENT OF POTENTIAL CO-RELEASING MATERIALS,otro,otro
11220870,ELUCIDATING THE POTENTIAL ROLE OF PERIPHERAL CHEMORECEPTORS AS METABOLIC SENSORS DURING EXERCISE,salud,salud
11220869,RELACIONES ENTRE ESPACIO DOMESTICO Y ESPACIO DE TRABAJO. ACTIVIDADES ECONOMICO-PRODUCTIVAS EN VIVIENDAS DE EMERGENCIA DESPUES DEL EVENTO HIDROMETEOROLOGICO DE 2015 EN ATACAMA.,otro,otro
11220864,DECISION-FOCUSED LEARNING UNDER THE LENS OF MATHEMATICAL PROGRAMMING,otro,otro
11220863,"PARTIAL POWER CONVERTERS FOR EFFICIENCY IMPROVEMENTS IN


FUTURE DATA CENTERS",otro,otro
11220861,EVALUACION DE LA FORMACION EMOCIONAL INICIAL DOCENTE DE LAS CARRERAS DE PEDAGOGIA EN EDUCACION BASICA DE CHILE,otro,otro
11220857,¿QUIENES PUEDEN ELEGIR VIVIR SANO? PRACTICAS DISCURSIVAS EN PROMOCION-PREVENCION EN SALUD Y SUS TENSIONES EN TORNO A LAS DESIGUALDADES SOCIALES EN LA REGION DE LOS LAGOS,salud,salud
11220856,DIRECTORES E INCLUSION ESCOLAR: LA PUESTA EN ACTO DE LAS POLITICAS DE INCLUSION DESDE LA PERSPECTIVA DE DIRECTORES Y DIRECTORAS DE ESCUELAS DE LAS REGIONES DEL BIO-BIO Y METROPOLITANA.,otro,otro
11220854,MAGNETO-OPTICAL DETECTION OF SPIN-ORBIT TORQUES INDUCED BY INTERFACE-GENERATED SPIN CURRENTS,otro,otro
11220847,EFFECT OF C-SECTIONS ON MOTHERS AND CHILDREN,salud,salud
11220846,UNDERSTANDING THE COMPLEXATION AND AGGREGATION OF CHICKPEA PROTEINS AND CELLULOSE NANOCRYSTALS TOWARDS THE IMPROVEMENT OF PLANT-BASED PROTEIN DIGESTIBILITY,otro,otro
11220843,NOTICING EN UN CURSO DE DESARROLLO PROFESIONAL: ATENDIENDO AL PENSAMIENTO ALGEBRAICO DE ESTUDIANTES DE EDUCACION BASICA.,otro,otro
11220840,WHAT MAKE PROFESSIONAL DEVELOPMENT AN EFFECTIVE RESOURCE FOR TEACHERS IN CHILE?,otro,otro
11220818,BIOCONVERSION OF CARBON DIOXIDE INTO RENEWABLE NATURAL GAS VIA IN-SITU HYDROGEN-ASSISTED ANAEROBIC CO-DIGESTION OF ORGANIC WASTES,otro,otro
11220816,PHYSICS-INFORMED NEURAL NETWORKS FOR CARDIAC STRAIN ESTIMATION FROM CINE MRI,salud,salud
11220813,"INFANCIA Y FRONTERA: EXPERIENCIAS DE MOVILIDAD, SALUD Y CUIDADO DE NIÑOS, NIÑAS Y ADOLESCENTES (NNA) QUE HAN ATRAVESADO LA FRONTERA NORTE DE CHILE POR PASO NO HABILITADO EN CONTEXTO DE CRISIS SANITARIA",salud,salud
11220812,EVALUACION DEL IMPACTO DE JUEGOS REGLADOS SOBRE PREDICTORES DE ALFABETIZACION EN NIÑOS DE PREKINDER Y KINDER EN CONTEXTOS DE ALTO Y BAJO NIVEL SOCIOECONOMICO.,otro,otro
11220809,INVERTIR LA MIRADA. IMAGENES DE LA DICTADURA EN EL CINE Y LA FOTOGRAFIA DE LOS ULTIMOS 30 AÑOS EN CHILE (1989-2019),otro,otro
11220808,"THE ROLE OF VOLATILE SEMIOCHEMICALS EMITTED FROM CATTLE DUNG IN MEDIATING THE DUNG SELECTION AND OVIPOSITION BY HORN FLIES, HAEMATOBIA IRRITANS (DIPTERA: MUSCIDAE) AND THEIR POTENTIAL USE TO REDUCE THE HORN FLY LOAD ON CATTLE IN FIELD.",otro,otro
11220807,ACCESO A LA VIVIENDA EN TIEMPOS DE CRISIS: ESTRATEGIAS DE ACCESO AL SUELO DE LOS POBRES URBANOS EN SANTIAGO DE CHILE.,otro,otro
11220806,FORMACION INICIAL EN DIVERSIDAD: COMO ES ABORDADA POR LOS FORMADORES DE LA CARRERA DE PEDAGOGIA EN EDUCACION BASICA,otro,otro
11220801,"IMPROVING STABILITY AND EFFICIENCY OF RHENIUM(I) N, N- HETEROCYCLES COMPLEXES BY GRAFTING ON CONDUCTIVE SURFACES FOR ELECTROREDUCTION OF CO2",otro,otro
11220799,LEAVING NO ONE BEHIND: MEASURING DIGITAL INEQUALITIES USING MOBILE PHONE RECORDS,otro,otro
11220798,THE EPIDEMIOLOGY OF ANTIMICROBIAL RESISTANCE IN A REGION WITH INTENSE AQUACULTURE ACTIVITY: EVALUATING THE ROLE OF BIVALVE MOLLUSKS AS SENTINEL ORGANISMS AND POTENTIAL IMPACTS ON PUBLIC HEALTH,salud,salud
11220794,THERMAL VARIABILITY OF THE ROOT-TO-CANOPY SYSTEM IN EUROPEAN PLUM: EFFECT ON THE NON-STRUCTURAL CARBOHYDRATE (NSC) METABOLISM AND ITS RELATIONSHIP WITH PHENOLOGICAL PATTERN,otro,otro
11220792,"REFORMING TEACHERS’ CAREERS IN CHILE: POLICY TOOLS, IMPLEMENTATION PROCESS, AND IMPLICATIONS OF THE PROFESSIONAL DEVELOPMENT LAW.",otro,otro
11220784,BIOCULTURAL REFUGIA: SEARCHING FOR PROPERTIES AND PATTERNS OF RESILIENCE IN CHILEAN COASTAL WETLANDS.,otro,otro
11220783,AGRICULTURA Y RE-PRODUCCION DE DESIGUALDADES SOCIOECOLOGICAS EN CONTEXTOS DE CRISIS HIDRICA: ANALISIS SOBRE LA EXPANSION AGROEXPORTADORA EN EL VALLE CENTRAL DE CHILE.,otro,otro
11220778,GEOGRAFIAS DE LA SUBURBANIZACION PROPIETARIA EN EL CENTRO SUR DE CHILE. ESTRUCTURA SUBSIDIARIA RESIDENCIAL Y SOCIOESPACIALIDADES DEL BIENESTAR (1990-2022),otro,otro
